* This is the BiomeMobWeight report file that is output every time the server starts.,RESTART GAME FOR CHANGES TO TAKE EFFECT,,NEGATIVE WEIGHT = NO SPAWN,SERVERCORE CONFIG FOR MOB CATEGORY CAPS,,,
2892, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:missioner,4,1,1
2893, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:mother_spider,15,1,1
2894, none, alexscaves:forlorn_hollows, MONSTER, mowziesmobs:grottol,2,1,1
2895, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:mr_pumpkin,15,1,3
2896, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:nightmare_stalker,4,1,1
2897, none, alexscaves:forlorn_hollows, MONSTER, majruszsdifficulty:cursed_armor,30,1,3
2898, none, alexscaves:forlorn_hollows, MONSTER, majruszsdifficulty:illusioner,8,1,1
2899, none, alexscaves:forlorn_hollows, MONSTER, majruszsdifficulty:tank,3,1,1
2900, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:phantom_creeper,8,1,1
2901, none, alexscaves:forlorn_hollows, MONSTER, realmrpg_wyrms:red_wyrm,1,1,1
2902, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:restless_spirit,20,1,1
2903, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:siamese_skeletons,16,1,1
2904, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:sir_pumpkinhead,4,1,1
2905, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:skeleton_demoman,12,1,1
2906, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:skeleton_thrasher,8,1,1
2907, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:spirit_guide_assistant,9,2,2
2908, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:spirit_guide,16,1,1
2909, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:spiritof_chaos,8,1,1
2910, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:supreme_bonescaller,1,1,1
2911, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:swarmer,11,1,1
2912, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:zombie_bruiser,16,1,1
2913, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:zombie_clown,8,1,1
2914, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:zombie_fisherman,30,1,1
2915, none, alexscaves:forlorn_hollows, MONSTER, born_in_chaos_v1:zombie_lumberjack,25,1,1
2916, none, alexscaves:forlorn_hollows, CREATURE, naturalist:snail,10,2,3
2917, none, alexscaves:forlorn_hollows, CREATURE, born_in_chaos_v1:thornshell_crab,8,1,1
2918, none, alexscaves:forlorn_hollows, AMBIENT, alexscaves:gloomoth,20,4,4
2919, none, alexscaves:forlorn_hollows, AMBIENT, minecraft:bat,10,8,8
2920, none, alexscaves:forlorn_hollows, AMBIENT, alexsmobs:fly,3,2,3
2921, none, alexscaves:forlorn_hollows, AMBIENT, alexsmobs:cockroach,4,5,5
2922, none, alexscaves:forlorn_hollows, WATER_CREATURE, born_in_chaos_v1:corpse_fish,5,3,5
2923, none, alexscaves:forlorn_hollows, WATER_CREATURE, born_in_chaos_v1:glutton_fish,2,1,1
2924, none, alexscaves:forlorn_hollows, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,23,5,12
2925, none, alexscaves:forlorn_hollows, WATER_AMBIENT, aquaculture:bluegill,20,1,6
2926, none, alexscaves:forlorn_hollows, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
2927, none, alexscaves:forlorn_hollows, WATER_AMBIENT, aquaculture:carp,10,1,3
2928, none, alexscaves:forlorn_hollows, WATER_AMBIENT, aquaculture:catfish,1,1,1
2929, none, alexscaves:forlorn_hollows, WATER_AMBIENT, aquaculture:gar,6,1,2
2930, none, alexscaves:forlorn_hollows, WATER_AMBIENT, aquaculture:minnow,18,1,5
2931, none, alexscaves:forlorn_hollows, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
2932, none, alexscaves:forlorn_hollows, WATER_AMBIENT, aquaculture:perch,20,1,6
2933, none, alexscaves:forlorn_hollows, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
2934, none, yungscavebiomes:frosted_caves, MONSTER, minecraft:spider,100,4,4
2935, none, yungscavebiomes:frosted_caves, MONSTER, minecraft:zombie,95,4,4
2936, none, yungscavebiomes:frosted_caves, MONSTER, minecraft:zombie_villager,5,1,1
2937, none, yungscavebiomes:frosted_caves, MONSTER, minecraft:stray,100,4,4
2938, none, yungscavebiomes:frosted_caves, MONSTER, minecraft:skeleton,100,4,4
2939, none, yungscavebiomes:frosted_caves, MONSTER, minecraft:creeper,100,4,4
2940, none, yungscavebiomes:frosted_caves, MONSTER, minecraft:enderman,10,1,4
2941, none, yungscavebiomes:frosted_caves, MONSTER, minecraft:witch,5,1,1
2942, none, yungscavebiomes:frosted_caves, MONSTER, yungscavebiomes:ice_cube,150,2,4
2943, none, yungscavebiomes:frosted_caves, MONSTER, alexsmobs:centipede_head,8,1,1
2944, none, yungscavebiomes:frosted_caves, MONSTER, alexsmobs:farseer,30,1,1
2945, none, yungscavebiomes:frosted_caves, MONSTER, alexsmobs:murmur,5,1,1
2946, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:baby_skeleton,25,1,2
2947, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:baby_spider,16,3,5
2948, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:barrel_zombie,25,1,1
2949, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:bloody_gadfly,15,1,1
2950, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:bonescaller,11,1,1
2951, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:corpse_fly,12,1,3
2952, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:dark_vortex,14,1,1
2953, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:decaying_zombie,30,1,1
2954, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:decrepit_skeleton,20,1,1
2955, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:dire_hound_leader,4,1,1
2956, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:door_knight,13,1,1
2957, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:dread_hound,15,3,5
2958, none, yungscavebiomes:frosted_caves, MONSTER, realmrpg_wyrms:ender_wyrm,1,1,3
2959, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:fallen_chaos_knight,5,1,1
2960, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:krampus,2,1,1
2961, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:krampus_henchman,9,2,3
2962, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:lifestealer,3,1,1
2963, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:missioner,4,1,1
2964, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:mother_spider,15,1,1
2965, none, yungscavebiomes:frosted_caves, MONSTER, mowziesmobs:grottol,2,1,1
2966, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:mr_pumpkin,15,1,3
2967, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:nightmare_stalker,4,1,1
2968, none, yungscavebiomes:frosted_caves, MONSTER, majruszsdifficulty:cursed_armor,30,1,3
2969, none, yungscavebiomes:frosted_caves, MONSTER, majruszsdifficulty:illusioner,8,1,1
2970, none, yungscavebiomes:frosted_caves, MONSTER, majruszsdifficulty:tank,3,1,1
2971, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:phantom_creeper,8,1,1
2972, none, yungscavebiomes:frosted_caves, MONSTER, realmrpg_wyrms:red_wyrm,1,1,1
2973, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:restless_spirit,20,1,1
2974, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:siamese_skeletons,16,1,1
2975, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:sir_pumpkinhead,4,1,1
2976, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:skeleton_demoman,12,1,1
2977, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:skeleton_thrasher,8,1,1
2978, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:spirit_guide_assistant,9,2,2
2979, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:spirit_guide,16,1,1
2980, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:spiritof_chaos,8,1,1
2981, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:supreme_bonescaller,1,1,1
2982, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:swarmer,11,1,1
2983, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:zombie_bruiser,16,1,1
2984, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:zombie_clown,8,1,1
2985, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:zombie_fisherman,30,1,1
2986, none, yungscavebiomes:frosted_caves, MONSTER, born_in_chaos_v1:zombie_lumberjack,25,1,1
2987, none, yungscavebiomes:frosted_caves, CREATURE, naturalist:snail,10,2,3
2988, none, yungscavebiomes:frosted_caves, CREATURE, born_in_chaos_v1:thornshell_crab,8,1,1
2989, none, yungscavebiomes:frosted_caves, AMBIENT, minecraft:bat,10,8,8
2990, none, yungscavebiomes:frosted_caves, AMBIENT, alexsmobs:fly,3,2,3
2991, none, yungscavebiomes:frosted_caves, AMBIENT, alexsmobs:cockroach,4,5,5
2992, none, yungscavebiomes:frosted_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
2993, none, yungscavebiomes:frosted_caves, WATER_CREATURE, born_in_chaos_v1:corpse_fish,5,3,5
2994, none, yungscavebiomes:frosted_caves, WATER_CREATURE, born_in_chaos_v1:glutton_fish,2,1,1
2995, none, yungscavebiomes:frosted_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish,23,5,12
2996, none, yungscavebiomes:frosted_caves, WATER_AMBIENT, aquaculture:bluegill,20,1,6
2997, none, yungscavebiomes:frosted_caves, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
2998, none, yungscavebiomes:frosted_caves, WATER_AMBIENT, aquaculture:carp,10,1,3
2999, none, yungscavebiomes:frosted_caves, WATER_AMBIENT, aquaculture:catfish,1,1,1
3000, none, yungscavebiomes:frosted_caves, WATER_AMBIENT, aquaculture:gar,6,1,2
3001, none, yungscavebiomes:frosted_caves, WATER_AMBIENT, aquaculture:minnow,18,1,5
3002, none, yungscavebiomes:frosted_caves, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
3003, none, yungscavebiomes:frosted_caves, WATER_AMBIENT, aquaculture:perch,20,1,6
3004, none, yungscavebiomes:frosted_caves, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
3005, none, yungscavebiomes:frosted_caves, rascals, friendsandfoes:rascal,4,1,1
3006, none, undergarden:frostfields, MONSTER, undergarden:nargoyle,50,1,1
3007, none, undergarden:frostfields, MONSTER, undergarden:muncher,50,1,1
3008, none, undergarden:frostfields, MONSTER, undergarden:sploogie,50,1,1
3009, none, undergarden:frostfields, MONSTER, undergarden:rotling,100,2,4
3010, none, undergarden:frostfields, MONSTER, undergarden:rotwalker,100,4,4
3011, none, undergarden:frostfields, MONSTER, undergarden:rotbeast,100,1,2
3012, none, undergarden:frostfields, MONSTER, alexsmobs:farseer,30,1,1
3013, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:baby_skeleton,25,1,2
3014, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:baby_spider,16,3,5
3015, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:barrel_zombie,25,1,1
3016, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:bloody_gadfly,15,1,1
3017, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:bonescaller,11,1,1
3018, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:corpse_fly,12,1,3
3019, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:dark_vortex,14,1,1
3020, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:decaying_zombie,30,1,1
3021, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:decrepit_skeleton,20,1,1
3022, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:dire_hound_leader,4,1,1
3023, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:door_knight,13,1,1
3024, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:dread_hound,15,3,5
3025, none, undergarden:frostfields, MONSTER, realmrpg_wyrms:ender_wyrm,1,1,3
3026, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:fallen_chaos_knight,5,1,1
3027, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:krampus,2,1,1
3028, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:krampus_henchman,9,2,3
3029, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:lifestealer,3,1,1
3030, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:missioner,4,1,1
3031, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:mother_spider,15,1,1
3032, none, undergarden:frostfields, MONSTER, mowziesmobs:grottol,2,1,1
3033, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:mr_pumpkin,15,1,3
3034, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:nightmare_stalker,4,1,1
3035, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:phantom_creeper,8,1,1
3036, none, undergarden:frostfields, MONSTER, realmrpg_wyrms:red_wyrm,1,1,1
3037, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:restless_spirit,20,1,1
3038, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:siamese_skeletons,16,1,1
3039, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:sir_pumpkinhead,4,1,1
3040, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:skeleton_demoman,12,1,1
3041, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:skeleton_thrasher,8,1,1
3042, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:spirit_guide_assistant,9,2,2
3043, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:spirit_guide,16,1,1
3044, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:spiritof_chaos,8,1,1
3045, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:supreme_bonescaller,1,1,1
3046, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:swarmer,11,1,1
3047, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:zombie_bruiser,16,1,1
3048, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:zombie_clown,8,1,1
3049, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:zombie_fisherman,30,1,1
3050, none, undergarden:frostfields, MONSTER, born_in_chaos_v1:zombie_lumberjack,25,1,1
3051, none, undergarden:frostfields, CREATURE, born_in_chaos_v1:thornshell_crab,8,1,1
3052, none, undergarden:frostfields, WATER_CREATURE, born_in_chaos_v1:corpse_fish,5,3,5
3053, none, undergarden:frostfields, WATER_CREATURE, born_in_chaos_v1:glutton_fish,2,1,1
3054, none, undergarden:frostfields, WATER_AMBIENT, aquaculture:bluegill,20,1,6
3055, none, undergarden:frostfields, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
3056, none, undergarden:frostfields, WATER_AMBIENT, aquaculture:carp,10,1,3
3057, none, undergarden:frostfields, WATER_AMBIENT, aquaculture:catfish,1,1,1
3058, none, undergarden:frostfields, WATER_AMBIENT, aquaculture:gar,6,1,2
3059, none, undergarden:frostfields, WATER_AMBIENT, aquaculture:minnow,18,1,5
3060, none, undergarden:frostfields, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
3061, none, undergarden:frostfields, WATER_AMBIENT, aquaculture:perch,20,1,6
3062, none, undergarden:frostfields, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
3063, none, undergarden:frosty_smogstem_forest, MONSTER, undergarden:nargoyle,50,1,1
3064, none, undergarden:frosty_smogstem_forest, MONSTER, undergarden:muncher,50,1,1
3065, none, undergarden:frosty_smogstem_forest, MONSTER, undergarden:sploogie,50,1,1
3066, none, undergarden:frosty_smogstem_forest, MONSTER, undergarden:rotling,100,2,4
3067, none, undergarden:frosty_smogstem_forest, MONSTER, undergarden:rotwalker,100,4,4
3068, none, undergarden:frosty_smogstem_forest, MONSTER, undergarden:rotbeast,100,1,2
3069, none, undergarden:frosty_smogstem_forest, MONSTER, alexsmobs:farseer,30,1,1
3070, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:baby_skeleton,25,1,2
3071, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:baby_spider,16,3,5
3072, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:barrel_zombie,25,1,1
3073, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:bloody_gadfly,15,1,1
3074, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:bonescaller,11,1,1
3075, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:corpse_fly,12,1,3
3076, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:dark_vortex,14,1,1
3077, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:decaying_zombie,30,1,1
3078, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton,20,1,1
3079, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:dire_hound_leader,4,1,1
3080, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:door_knight,13,1,1
3081, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:dread_hound,15,3,5
3082, none, undergarden:frosty_smogstem_forest, MONSTER, realmrpg_wyrms:ender_wyrm,1,1,3
3083, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight,5,1,1
3084, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:krampus,2,1,1
3085, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:krampus_henchman,9,2,3
3086, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:lifestealer,3,1,1
3087, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:missioner,4,1,1
3088, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:mother_spider,15,1,1
3089, none, undergarden:frosty_smogstem_forest, MONSTER, mowziesmobs:grottol,2,1,1
3090, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:mr_pumpkin,15,1,3
3091, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:nightmare_stalker,4,1,1
3092, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:phantom_creeper,8,1,1
3093, none, undergarden:frosty_smogstem_forest, MONSTER, realmrpg_wyrms:red_wyrm,1,1,1
3094, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:restless_spirit,20,1,1
3095, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:siamese_skeletons,16,1,1
3096, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead,4,1,1
3097, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:skeleton_demoman,12,1,1
3098, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher,8,1,1
3099, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant,9,2,2
3100, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:spirit_guide,16,1,1
3101, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:spiritof_chaos,8,1,1
3102, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller,1,1,1
3103, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:swarmer,11,1,1
3104, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:zombie_bruiser,16,1,1
3105, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:zombie_clown,8,1,1
3106, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:zombie_fisherman,30,1,1
3107, none, undergarden:frosty_smogstem_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack,25,1,1
3108, none, undergarden:frosty_smogstem_forest, CREATURE, born_in_chaos_v1:thornshell_crab,8,1,1
3109, none, undergarden:frosty_smogstem_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish,5,3,5
3110, none, undergarden:frosty_smogstem_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish,2,1,1
3111, none, undergarden:frosty_smogstem_forest, WATER_AMBIENT, aquaculture:bluegill,20,1,6
3112, none, undergarden:frosty_smogstem_forest, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
3113, none, undergarden:frosty_smogstem_forest, WATER_AMBIENT, aquaculture:carp,10,1,3
3114, none, undergarden:frosty_smogstem_forest, WATER_AMBIENT, aquaculture:catfish,1,1,1
3115, none, undergarden:frosty_smogstem_forest, WATER_AMBIENT, aquaculture:gar,6,1,2
3116, none, undergarden:frosty_smogstem_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
3117, none, undergarden:frosty_smogstem_forest, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
3118, none, undergarden:frosty_smogstem_forest, WATER_AMBIENT, aquaculture:perch,20,1,6
3119, none, undergarden:frosty_smogstem_forest, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
3120, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider,100,4,4
3121, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie,95,4,4
3122, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager,5,1,1
